Cell_ID,SID,Centroid_X,Centroid_Y,cellType
0cac0365-2684-4483-965f-27399ea9d6a8,7,-15356.9756388681,-366.943875212283,3
b35e2e69-0825-43c3-938f-9842e2156f70,7,-15353.9719062681,-348.743114212283,42
8f50f12f-1c46-46e4-b37a-5ff32320a897,7,-15350.9374279681,-334.030487212283,42
6ae93fad-7af2-4a27-9b09-5ef4bc877aed,7,-15335.3509556681,-349.335636212284,43
165435e2-f64c-4dd3-923f-b46250b5fc88,7,-15325.1369905681,-311.561608212283,25
ce1c8fe6-4dfb-47cb-baf8-75e740654ac6,7,-15324.5197908681,-415.391851212283,1
d62a911a-e1fc-4b28-9464-7283cb458920,7,-15311.3493951681,-318.880228212283,1
a7016627-5e39-4923-96a4-4141228772e1,7,-15310.2553596681,-350.930474212284,43
57c3d22b-f5b2-42bd-9af4-71a174c685da,7,-15307.4456812681,-327.067290212283,5
9fda47e6-1f05-4de5-8738-e208e8c37d6c,7,-15298.5832495681,-393.279720212283,43
3a832c9c-592f-4c15-ac27-df2215c2f8b4,7,-15298.3382501681,-407.096752212283,64
4f89540a-6ff1-4514-a52e-b5cdfcff6d2c,7,-15296.6469954681,-301.310207212283,3
4df66a83-3175-4ddd-a32f-b52aff9629fa,7,-15286.5384565681,-336.370248212283,1
891fe044-1bb6-43bd-b2b0-8019c707285a,7,-15286.5605560681,-369.285982212283,8
dd369adb-ce40-446c-bd61-c4051fbed149,7,-15277.4254483681,-313.264546212283,40
ea02a11d-116f-4983-9fcd-90fafc21f9fe,7,-15269.1077215681,-411.285060212283,14
09701552-6f8a-474e-b26e-94a152945150,7,-15261.7011574681,-350.380679212283,64
b9f99e4e-8f6b-40df-8e0e-138dba1ddcda,7,-15261.1736917681,-386.249855212283,1
b02f5f92-d64d-4608-bb58-81d0f22c666e,7,-15255.0269025681,-453.431998212283,14
1fa98bcc-ecd0-4f47-99da-0f99a0f215fc,7,-15255.3898388681,-382.713853212283,64
e0ee451e-53ed-4389-8f48-3588e191aa7b,7,-15252.1911020681,-459.563832212283,14
d1ce0352-56b1-4110-a8db-f62ad1c426ca,7,-15248.4807427681,-320.311902212283,58
2a58481f-6c68-415e-b5ae-6a268ed1827f,7,-15242.2838967681,-396.887442212283,7
9a2015a6-b3cc-4ea4-b98f-dc52ed826ee7,7,-15239.3626098681,-345.384229212283,31
1622869d-b4ef-41e4-a6e6-ee1cba4cc016,7,-15235.5077400681,-297.609880212283,5
dfea3b18-fe26-4e24-8b9a-19a3a5950452,7,-15229.8475707681,-308.177343212283,43
2d8bd333-af45-4c4a-b8d2-7dafdb0628a8,7,-15226.7796680681,-361.560472212283,18
c6cebb05-3406-497e-9770-801798d2a7bb,7,-15215.8162154681,-353.894865212283,11
a1c7e2c3-368e-40b0-9a1a-dc912c118033,7,-15209.3321333681,-366.280675212283,2
3bf5186c-1c42-4868-9f68-c9755cd356ed,7,-15207.4326821681,-441.490427212284,43
56e6bdf3-4c92-48f9-9b41-7730d635687e,7,-15203.3526676681,-320.907820212283,27
31847d2e-a4dc-4cbc-ae55-cadcd0ec5295,7,-15194.4608050681,-294.025458212283,37
5602d468-b2ac-4c6c-8649-c081d46d62a7,7,-15343.4086950681,-361.705228212284,1
8b89f50a-a501-4e30-9f2e-4216867575a6,7,-15342.1679338681,-421.708977212283,14
d34fc749-575c-4e44-b516-20777afcd551,7,-15290.4466213681,-437.676317212283,14
16a79567-917f-474b-a593-a38e6b0fffe4,7,-15265.5509284681,-434.166409212283,14
b2e46b20-25ca-4aee-a9d6-e1aab8480554,7,-15252.1369677681,-437.290584212283,1
ca58aad2-2902-4338-bf58-3ac78e304cea,7,-15250.9306995681,-393.397061212283,42
fd4e1294-32a0-4629-bf62-0e2aa6da78eb,7,-15227.0555415681,-396.733213212283,3
f79b0a79-6572-422a-a9c5-e6e1cdc9f124,7,-15224.0296218681,-416.022038212283,43
09f04c89-d782-4c7a-b64b-be8373d7e1a7,7,-15200.3749555681,-347.925227212284,3
0e41cca3-e1ae-443d-88ec-f8028567acae,7,-15290.3658347681,-296.509847212283,42
0374b920-4eed-4306-8d03-5d127486efb7,7,-15291.3243043681,-449.198655212283,11
9c835044-0517-4916-b748-0275de416f99,7,-15283.3893712681,-297.775925212283,30
bfc6dfa2-a4b8-467f-8e18-c9a83816da4c,7,-15267.0357671681,-403.148101212284,14
1a0e744c-5522-4a90-b910-8bbbe72df49f,7,-15245.9441567681,-461.696173212283,14
29b8238c-6dac-4012-a2a0-2cbd6ea873a5,7,-15219.6683636681,-359.620360212283,1
c7a7cdd4-61c7-49b7-8a4a-475732551409,7,-15215.3121389681,-385.283106212283,8
5377eaf6-a511-43ef-8db0-2c43ff53d093,7,-15280.9430016681,-422.028499212283,14
9f6a539a-e330-44d1-8c63-4ddb35e4001e,7,-15278.5728110681,-355.378974212283,27
964932a3-b64d-4b3c-bd11-7bc882c4ab1d,7,-15365.4268618681,-396.996790212283,25
aa14778e-7b1f-4ba9-8b43-a1ef75121628,7,-15333.2612329681,-328.249170212283,64
582077c8-f015-4750-8c20-59f5e43afada,7,-15321.9449151681,-461.787224212283,43
5ab9eea8-5b21-40c9-b69e-5ae82a804a41,7,-15320.8972161681,-375.616214212283,2
0f54bb37-54b5-4556-b366-12d10430287f,7,-15313.4587480681,-420.999170212283,42
ebc76c2f-28d0-4806-be2d-1bc90dbb9779,7,-15280.2777786681,-438.090126212283,1
8d3065d2-beed-4cae-9069-74b57fc5643e,7,-15266.8181720681,-470.859300212283,11
65507e4f-781b-43cb-addc-5ba50ad1d6c8,7,-15223.5682285681,-320.377341212283,25
2d596e46-af3b-416c-9f9a-2982632be14b,7,-15210.9302427681,-461.194904212283,8
b13a3da0-5d0c-4101-af63-fa9d6efdc077,7,-15205.5506688681,-467.621724212283,1
2c124b88-55c2-439f-ac00-c59d27a97373,7,-15244.2773156681,-448.936256212283,14
2372f5f1-c056-4ff1-9260-78fc5d26b4af,7,-15247.8434789681,-445.217257212283,14
20def3dd-fb21-4ca2-bae0-34789060ca27,7,-15377.0236345681,-208.130890212283,59
48da9a48-6a64-49da-8fc3-0a88649c598f,7,-15374.6459120681,-217.889207212283,30
54510165-aa72-45b6-8c6d-8918c1a47c57,7,-15353.8471762681,-196.050473212283,56
b037127b-909d-43a4-874e-495d24692010,7,-15359.3130022681,-116.264269212283,26
8459d01f-b129-4ef1-914f-1d1038d58f30,7,-15354.9215900681,-141.918925212283,70
c6d53ae3-3458-48e7-8f0d-7ce1036da2ef,7,-15353.7026179681,-164.183510212283,78
a23f97aa-5433-4090-90a4-dde9fd6c292b,7,-15351.3886621681,-213.938952212283,42
5616226b-3096-4158-b79f-a1338ead2fd4,7,-15347.8013684681,-260.023373212283,11
0c91550e-02e9-48c0-b17b-f7f85f728e62,7,-15331.3382821681,-119.424007212283,64
bf4b2093-dbd3-46d8-b5df-25fe4b7ac498,7,-15332.8271115681,-258.510590212283,30
aa52f588-0a25-4277-acb1-7ea3859a9362,7,-15329.9788781681,-147.996777212283,8
5d46c651-1387-4810-a027-117dbb8239fe,7,-15319.0595290681,-92.8455282122827,70
c6cc7e9e-f9f7-4147-8e30-1f04620f6df9,7,-15314.9689490681,-178.986419212283,1
48e65f56-f62e-47dd-883c-2e3030f2b360,7,-15307.7087883681,-265.270101212283,27
4fdced88-2d1d-43e7-9d00-33f11ec9444d,7,-15304.2003180681,-129.211727212283,75
ba91103d-857a-4222-a6a1-814507cfcc9a,7,-15287.1168616681,-167.389837212284,78
2a9f5f13-d33f-4038-b754-60740f4f6422,7,-15284.4069308681,-211.764791212283,34
71886a11-cc31-4600-ae7c-45efd284921b,7,-15277.9874093681,-241.708594212284,3
e0aa3f26-b9a7-4ccf-9ba6-237c941f5bbc,7,-15279.9728293681,-249.223854212283,36
6d8c08f7-8b38-4719-928b-6ec2f735bc4b,7,-15276.2707777681,-126.212881212283,40
37c4272e-cc2c-4ca2-805f-3265dffcdd3c,7,-15276.6039260681,-106.307873212284,18
1b32b131-fd89-408d-ac24-f8d80383c6b2,7,-15274.8822591681,-192.459094212283,26
482ae65b-7e08-4300-a7d9-6f0636940a57,7,-15278.7003059681,-226.154382212284,58
fce89076-ede8-447c-b55c-cb5fd5d30714,7,-15261.3770453681,-180.422370212283,64
0b3c302b-7571-4095-b3b1-40f2655f38a5,7,-15261.8299218681,-242.023186212283,64
974ef7b8-2ed3-4fdb-bbe4-436e491589c3,7,-15256.3572463681,-127.951936212283,64
627a0454-1108-475c-b59a-4100c10889d9,7,-15256.1951725681,-208.932294212283,26
f3f4999c-9293-450b-84ba-26a48b510d05,7,-15253.8900155681,-93.5594422122836,2
8e54211e-9a98-4848-8d02-d2bb54883933,7,-15243.7187123681,-103.650462212283,34
5990a477-afcd-461e-84a7-f9c73055eb4f,7,-15246.0798464681,-245.347621212283,27
14fcf39f-d871-4266-83dc-b2f544d2341e,7,-15229.4356673681,-226.224339212283,3
8f7c8527-9d1d-4075-8652-898c22db4103,7,-15224.9507432681,-272.343882212283,2
8a77110e-05e9-45bf-a825-6dbb3e50c8c1,7,-15220.5009369681,-167.677506212283,70
bced6066-04fb-4252-934e-78a67325c1f1,7,-15219.2302269681,-265.759838212283,26
e4939f35-ae6f-4707-9953-0ec5124740b6,7,-15202.9707428681,-187.953725212283,33
8c3e5098-48a2-4b78-b846-31dd63892d6c,7,-15370.7058729681,-245.578649212283,2
602eeeca-8773-43f3-ae3a-1cefd05f8966,7,-15364.9025900681,-160.811780212283,74
28a65d5a-f63b-46ee-8321-7607cb3a84b4,7,-15348.2131069681,-103.751336212283,58
28be43e3-50d1-44a8-94db-d1bf6fad9307,7,-15304.3890517681,-186.406902212284,15
186ec772-ca18-4d32-8771-b9438501e473,7,-15299.6156454681,-240.486640212283,2
2952e884-ff58-4561-b9d6-4fa5b0ecf10f,7,-15212.4661875681,-93.9545972122828,14
711407af-d933-4593-ae9a-3e0d995297e2,7,-15211.0984723681,-154.621602212283,7
e5a4f4f5-6390-4183-8160-23a4ed3ca49c,7,-15211.8940037681,-102.200815212283,14
88e4ee7f-91ea-4878-a774-6f3aae3b631c,7,-15207.5313390681,-139.961663212283,11
da23a48d-cd4a-4834-8608-267a374729ad,7,-15375.9207647681,-229.862911212283,30
1ab6cd52-c867-48b6-9644-0e7c24d5af3a,7,-15370.1359667681,-230.031796212283,5
c92253af-a256-493d-b3c9-bd93f24375df,7,-15365.4864245681,-261.554814212283,30
59c0865d-c81b-4da1-b25e-a4834cc3316a,7,-15331.1113706681,-202.194055212283,64
455365a9-f706-496c-bdfe-95445cc049d6,7,-15329.7111550681,-265.711762212283,8
39807d5e-b547-424b-aebf-a47154289877,7,-15318.6737197681,-270.589265212283,8
43b04273-4a01-4aa9-8d15-e0ddf71327ab,7,-15311.9985673681,-116.966578212283,25
5f880cd9-9112-4826-8ef9-8b04fa797c19,7,-15301.1569939681,-137.615198212283,1
5f9a2a4f-7108-4f76-a108-ef7189b57177,7,-15296.6729171681,-267.895134212283,33
5496c65d-da07-48dc-8ce0-9fce6c419eb7,7,-15240.0260413681,-253.698233212283,36
b44e7ab7-5192-4069-bb9b-3e4236a51ad6,7,-15233.3127082681,-123.117653212283,25
bde0661e-699d-4cb0-bb86-41df480be4fb,7,-15215.7853654681,-187.883733212283,64
c972a02c-64aa-4b3e-bb68-e228001abc60,7,-15315.2779042681,-166.615937212283,7
a50d065d-f767-47ca-aaf0-8f0919963cb1,7,-15313.6065034681,-172.376881212283,11
498dd441-4d30-4f72-95eb-46256da4154e,7,-15303.7959560681,-233.935495212284,57
35b0b02a-08bb-4df7-9692-b2b7d81648c8,7,-15263.3126506681,-159.160556212283,25
f851db09-e65f-4f55-9e63-79a66fb6da95,7,-15328.7357750681,-217.100996212283,26
b8407134-8724-4978-b2c4-a2daa04cd64e,7,-15318.8584578681,-194.381105212283,1
addd20c2-58cf-42a6-967d-4a2066c80889,7,-15298.8147440681,-89.8674242122829,7
8cb75d52-ad9b-40a1-9aed-7e10efbc53ef,7,-15199.8767520681,-211.306651212283,18
f21ff85b-dcb9-4773-b910-8bf71c8e0065,7,-15363.0929924681,87.3705887877168,1
0e3d16ca-71f8-4ec0-b9fb-710be550172f,7,-15360.3033413681,39.0771227877167,64
1bdfe1fb-cfb5-4ec7-bce8-a7a11f0ac63e,7,-15356.3445569681,21.7016407877168,1
3217c166-226d-45fb-9f4b-cc618314bc89,7,-15353.9037462681,33.738468787717,10
c4674047-d39e-4770-ba7f-7ca3e3dab0ca,7,-15355.2400025681,60.9350997877168,1
456a4b00-4720-4524-b4fa-61ccb890e5dd,7,-15352.0244157681,-54.2010772122835,11
7dc42011-0790-4c39-89c0-457e1e081e03,7,-15349.9717048681,-37.2948342122831,1
3da76729-6189-475a-a2d4-1398933e4633,7,-15342.9932432681,-54.4220132122832,64
f18d276a-0081-45c8-a70c-1c101fbc135a,7,-15343.7369597681,50.344454787717,25
dd22e7ac-f762-44d3-9274-b06eef462e1f,7,-15329.0703486681,-33.2683512122835,26
c6450f60-81a0-4793-85b1-91e8195db281,7,-15312.2573264681,-44.8919602122828,11
11e8c4e3-eae0-40e0-b6d4-3489067ba2be,7,-15307.6886655681,114.311024787717,10
c632af5b-5654-4451-9c5f-4fcc3c4629a9,7,-15289.6727638681,-72.320028212283,4
69f6e055-c5e1-429b-8495-1a812c2198f2,7,-15285.6810226681,34.1196297877168,14
cecc91e3-421a-4f95-b89e-59f3208781cf,7,-15282.9423368681,65.617397787717,11
5469ae00-2db8-41dc-8465-9eabca91e904,7,-15278.0837754681,87.1311357877166,25
0e87a47b-ea5d-4ceb-ae55-8ec1657cbeed,7,-15277.8322946681,49.0939127877168,26
f6657c35-77d7-4176-8c5f-9a908e1f98af,7,-15251.7888713681,16.408113787717,64
a1cc6bfc-7490-49fc-bf69-75332c50bc2e,7,-15248.8684747681,-27.3183382122829,13
9f62d93b-d694-4ce3-819c-128cd5072f83,7,-15245.9428860681,-16.3337042122835,49
73c2a384-9115-472f-b7fd-d0b208cfbd5f,7,-15236.9963093681,101.883465787717,26
75cc0dcf-9a6e-4666-a7ab-d563f9556136,7,-15239.8927393681,83.845773787717,69
bd7d8721-7bc0-4a47-b64c-371fcb103d74,7,-15234.1184522681,67.2106997877167,71
68abaf26-500b-46cf-8cc2-ef9588aedbda,7,-15229.2875730681,25.9402617877167,69
ac604b89-defa-4df6-af24-2113ae1d36cf,7,-15221.3071060681,-46.4007622122831,10
0ebe3b84-7d5a-42c5-863c-c60656f92606,7,-15218.7621576681,50.2387197877169,26
fba0ec45-b5a1-419a-a041-a60b5e632cff,7,-15211.8401065681,13.166694787717,2
60a12bf3-74e2-40b2-afab-cf9b5f3fb478,7,-15191.0086272681,-62.2712392122835,25
35bc0b78-d604-4871-ba7f-d6bfa667cec8,7,-15193.0483094681,-11.1881352122832,26
949b54d7-20b0-464e-a013-badad6c93c7a,7,-15357.3192114681,-36.7777812122836,1
2bbd09e9-09db-4dbe-8dd2-3a9d8cf00765,7,-15320.5348469681,97.3800627877167,2
0d259ba3-ecb8-4451-adf0-5656982e0da3,7,-15304.0748754681,24.1784697877169,25
9dfcfa58-7f06-4a76-aa11-f3816daeed35,7,-15278.2859020681,-17.5051622122833,71
9a962c13-84b8-4833-a861-52323e6e01ec,7,-15250.6431279681,-55.6119702122828,3
49a868a8-b430-4921-9749-c99e38bcbe0e,7,-15244.4173082681,48.9131947877167,37
2d35a6b2-3c45-4fd4-81c6-33848e54c6d6,7,-15218.1843981681,97.3601217877167,2
77502d2c-3f92-46a3-ab32-7914d0d6c11c,7,-15210.7497270681,99.8360237877168,2
fe10e815-cac6-4f10-966c-8ba9366e4061,7,-15365.4193567681,70.2887417877168,25
d55fb2e3-f635-4853-a46b-c25f73403e25,7,-15359.2346047681,1.86184878771701,64
d07eea45-3f18-49b0-9aeb-24ac356902cd,7,-15344.5584229681,-32.8999842122835,3
087b99e0-fc81-4285-bcee-d7913fd60aef,7,-15331.3310781681,-1.58448321228298,10
5bed7970-5714-493a-88ff-ba58658a5d15,7,-15294.7156493681,3.78629678771676,1
1b0c78b6-088a-4369-b8fe-a0639838be42,7,-15286.3829970681,-36.6460232122831,2
c598ad7f-4ab2-4123-9cc6-eb3bd7749d6c,7,-15256.3710034681,61.7385487877168,8
e921c08f-bf60-4a96-964a-7b355c313d53,7,-15258.6909571681,70.4740877877171,26
ed2f3dc3-62a9-4a46-a2ec-f341121f94c2,7,-15208.4723615681,-9.84882321228315,69
a2698e76-e4e5-450f-9dcd-be226a3685e7,7,-15332.9515016681,-56.6103532122829,37
88468975-b18e-4771-9f8c-7cff48a5352d,7,-15296.7108237681,19.9995797877168,2
bdf18a55-7db5-46ac-a870-a8762dd36af7,7,-15370.1783834681,-66.5453422122832,2
f7cb75ca-dad9-47a8-a386-1b79d336a565,7,-15352.9270332681,-18.4369822122831,64
0f0531b5-5710-4e3f-8cc7-457be5eca923,7,-15353.5544887681,-39.8174282122832,26
4493e15e-0867-4686-b69c-2783fc860013,7,-15348.8739078681,10.7646287877169,35
ac186d44-9001-4ea5-9e2a-0fcb88bffafc,7,-15281.4305111681,-47.9579992122831,2
ba3deff6-47b3-4ff3-b4fb-af0c92b7adea,7,-15280.4090375681,29.465064787717,14
387ff8b0-316f-4271-9574-671b5a79ddac,7,-15273.1399882681,30.1424237877168,14
06adcba2-e101-4ce3-9e45-3c8ab05d1245,7,-15251.5553867681,-40.2131132122836,1
ca3f2263-7235-478f-9309-48ee18837f6a,7,-15241.4790533681,24.8173847877169,26
e39d004c-c967-432c-bc21-50aae7714a80,7,-15212.9459739681,107.665667787717,25
e1430b33-479b-47fe-b65d-53f3e9a011d6,7,-15375.6820987681,242.230323787717,5
